Model,Scenario,Region_Category,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Argentina,Emissions|CO2,Mt CO2/yr,229.8886153,223.5947408,188.7713081,139.7495886,71.05740404,2.576749323,-58.9565691,-63.99503283,-63.94622812,-65.80541357,-66.81287817,-67.25453827,-67.43359047,-67.87907345,-67.28930076,-66.14475361,-64.62548727
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Australia_NZ,Emissions|CO2,Mt CO2/yr,431.9240772,364.6116025,201.5800391,96.75018663,-14.64384754,-124.1676074,-223.3792248,-227.9027703,-223.0925879,-226.6302648,-228.3273696,-228.9081383,-230.3926667,-235.7224018,-240.2041463,-240.928329,-240.4209558
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Brazil,Emissions|CO2,Mt CO2/yr,876.4208885,759.0956978,530.6050269,258.8092624,-62.92052921,-376.47354,-641.5417885,-665.6094029,-657.0568848,-659.318663,-657.2662063,-652.5714364,-646.9858206,-642.3472094,-633.7221993,-625.4858025,-616.3787014
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Canada,Emissions|CO2,Mt CO2/yr,609.8620279,502.0877111,236.9205589,74.80756144,-82.3415388,-237.5613142,-386.7628095,-415.0964013,-400.2137407,-397.8924801,-394.2469903,-389.3518212,-388.1124348,-389.8558825,-391.2632294,-388.7599584,-386.382403
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Central America and Caribbean,Emissions|CO2,Mt CO2/yr,240.3247033,237.7379575,205.5512298,168.9849058,126.2886364,80.16109427,40.1993886,5.841501119,11.27745182,4.365494658,-3.328676579,-12.33931238,-21.84141792,-33.782541,-44.63129764,-54.51292812,-65.14369136
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Central Asia,Emissions|CO2,Mt CO2/yr,569.7995712,532.3572844,366.641328,297.0063741,213.5573484,126.637157,43.65652325,-58.92161387,-55.81257811,-79.58627422,-100.5923519,-122.0259689,-142.0173867,-165.7530906,-190.9835916,-208.167314,-225.4318423
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|China,Emissions|CO2,Mt CO2/yr,11627.67609,11822.59072,9393.302525,7078.451056,4763.700254,2448.850611,133.9979429,-556.2098537,-1225.078418,-1206.22026,-1192.964511,-1157.219596,-1092.905641,-1032.632468,-981.0866188,-926.5623196,-881.4913775
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Colombia,Emissions|CO2,Mt CO2/yr,184.924066,167.621422,121.5747477,67.65258138,9.885605552,-44.43033316,-89.31018112,-93.62937767,-92.06623538,-93.16076994,-93.12288331,-92.45119546,-91.48915813,-90.77480551,-89.55047962,-87.87589252,-86.29896285
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|EU-12,Emissions|CO2,Mt CO2/yr,575.2516818,472.0514966,291.2611715,172.8805545,55.90228879,-60.87124167,-142.5694333,-137.7263414,-130.6819709,-129.3071254,-124.79174,-117.5270698,-113.0962069,-111.4224929,-111.409269,-108.7943867,-107.2282484
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|EU-15,Emissions|CO2,Mt CO2/yr,2477.203854,2140.788991,1524.056891,1057.837432,605.4457717,156.9136384,-293.362498,-353.5250122,-351.4509009,-349.5995558,-341.6236963,-333.3072521,-323.5288496,-317.9484173,-317.1537573,-314.9387584,-305.950422
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Europe_Eastern,Emissions|CO2,Mt CO2/yr,277.8839527,235.3384272,157.7342314,113.0138824,77.93833981,41.52044511,15.67446792,-16.60299921,-21.78513078,-29.40875031,-36.44676313,-42.88701286,-48.66696644,-54.48809868,-60.86082384,-64.98765545,-69.14840822
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Europe_Non_EU,Emissions|CO2,Mt CO2/yr,471.3228223,450.2920056,325.8244817,270.5779658,205.6711012,140.6037117,80.5145433,14.12298213,10.00987162,1.452205243,-5.437478032,-11.34067897,-14.84508041,-14.09029827,-11.91160956,-11.64316313,-14.30900061
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|European Free Trade Association,Emissions|CO2,Mt CO2/yr,62.01804421,62.65020192,57.4197255,52.84924927,49.17035106,48.73491995,46.27680967,14.13537019,13.35947841,7.736026538,4.233229602,0.9047802017,-1.747213093,-5.486347701,-6.723273668,-5.059406988,-3.562600641
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|India,Emissions|CO2,Mt CO2/yr,2653.238371,2930.306586,2282.685795,1912.464654,1542.343529,1172.221293,802.1000868,420.5998696,39.99845725,40.00093944,39.99934022,39.99955999,39.99851116,40.00050491,40.00001161,39.99977619,39.99995771
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Indonesia,Emissions|CO2,Mt CO2/yr,1460.343112,1297.014179,906.236402,526.349465,233.4911237,-17.70085978,-227.505768,-280.7996669,-287.0477179,-300.6433301,-306.3002523,-317.220378,-327.6517066,-337.0240899,-343.4427467,-351.4022205,-361.4964652
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Japan,Emissions|CO2,Mt CO2/yr,1055.850054,927.2910162,696.9126979,525.2712928,351.7005819,177.2546394,-1.835188849,-11.88080006,-6.174002741,-4.075923654,-3.005548616,-2.679272158,-0.8722001758,-0.7009021627,-0.723539055,-0.4971354816,0.4469142403
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Mexico,Emissions|CO2,Mt CO2/yr,518.9367334,511.8591586,415.043063,335.4421789,236.6491032,126.0184254,61.51745647,11.46706468,13.35553643,3.592407893,-8.318470358,-21.28609261,-31.36120667,-43.17427291,-55.91561426,-66.04927919,-75.39578127
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Middle East,Emissions|CO2,Mt CO2/yr,2065.445716,2015.355591,1750.592836,1485.837264,1167.034728,841.2709583,474.2214955,127.2447694,88.61882857,29.30225743,-22.81930203,-77.72587237,-128.2130821,-153.0711913,-170.3940716,-191.1475894,-215.524077
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Pakistan,Emissions|CO2,Mt CO2/yr,209.7331703,200.870629,178.4730095,155.6925986,122.8969287,86.745511,40.19824023,12.07179718,17.83709569,15.21072327,11.5595497,12.0765239,8.697978432,5.161718398,3.184186389,0.2502398584,-8.054738072
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Russia,Emissions|CO2,Mt CO2/yr,1353.870645,1196.845339,711.4420747,500.027748,353.1295564,218.541943,66.43811612,-235.2297753,-239.9529624,-280.1431065,-325.0115889,-368.8413278,-406.3566664,-429.5642495,-457.3711103,-483.24646,-518.7033203
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Africa,Emissions|CO2,Mt CO2/yr,493.5420376,426.1829302,297.9446215,206.8136549,121.9653526,34.31348364,-54.81755902,-55.54573644,-55.10841479,-56.44547394,-57.67202223,-57.16273464,-55.79522725,-55.03697496,-54.10841889,-52.77179527,-51.89339383
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South America_Northern,Emissions|CO2,Mt CO2/yr,168.5169466,139.4208968,84.58588443,58.06328164,29.25759374,-1.497920117,-27.71869739,-32.9298737,-32.44436263,-33.4177105,-34.55828806,-35.57350395,-36.38138261,-37.27504651,-38.26696146,-40.11853834,-42.90278545
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South America_Southern,Emissions|CO2,Mt CO2/yr,399.7971693,366.5169703,271.2262866,199.356661,126.996803,44.48937276,-21.79145809,-64.77199538,-66.82624356,-76.84712066,-83.90150428,-91.19822988,-97.74297271,-108.8050688,-120.2296136,-127.4533107,-132.5368771
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Asia,Emissions|CO2,Mt CO2/yr,197.3505494,198.6815567,168.1724277,143.3808616,115.4807265,80.83401994,40.02988719,9.828751416,15.15500066,15.33199372,13.90274363,12.01290535,10.88858778,12.46435016,15.52426136,15.19619712,13.79311656
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Korea,Emissions|CO2,Mt CO2/yr,611.4987607,602.33882,412.8137936,305.8254503,196.0787235,86.32867787,-23.41006363,-24.49630047,-23.92616749,-22.94672841,-21.42505564,-16.6999599,-13.31955291,-12.12098276,-11.56812554,-11.12718782,-10.92149624
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Southeast Asia,Emissions|CO2,Mt CO2/yr,1717.743775,1669.930371,1294.185007,991.4407045,676.0697917,397.2859849,78.04597957,-89.27233312,-86.24623799,-110.8353307,-137.1876611,-172.3985906,-219.9450033,-271.9999927,-328.3043986,-380.386849,-426.7389985
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Taiwan,Emissions|CO2,Mt CO2/yr,292.1713072,257.8657878,177.0277633,124.4850792,79.45774151,39.87155777,13.36438053,0.8103601349,-3.891721761,-7.78437054,-8.721335284,-8.364182542,-7.417302959,-7.345574703,-8.129046222,-8.910022744,-9.664896459
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|USA,Emissions|CO2,Mt CO2/yr,4677.415993,3947.999502,2646.78187,1742.299195,868.6048644,48.27421945,-771.9051403,-835.2548902,-806.5749961,-825.7843438,-829.8442272,-820.4549566,-806.7097198,-807.8387631,-825.0736213,-829.0952107,-827.7932869
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AGO,Emissions|CO2,Mt CO2/yr,148.1421,76.0557,71.5377,95.1622,130.9109,142.1061,152.4312,178.611,207.0139,213.8026,221.873,248.8359,276.5825,256.6288,236.5073,217.6745,198.3273
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ALB,Emissions|CO2,Mt CO2/yr,7.9012,8.7612,6.0598,3.9073,2.7119,2.1189,1.6383,1.7667,1.8954,1.828,1.769,1.7169,1.7047,1.4702,1.242,1.3009,1.3646
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ARE,Emissions|CO2,Mt CO2/yr,195.0305,136.8002,75.8407,42.2231,14.0886,3.6241,-1.0791,-1.5898,-1.597,-1.5732,-1.6286,-1.9189,-1.9917,-2.5705,-3.0263,-3.4124,-3.7885
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ARG,Emissions|CO2,Mt CO2/yr,213.4866,5.7296,-357.8698,-498.5141,-576.6108,-612.8172,-641.3869,-682.8276,-740.2415,-757.8321,-775.3814,-779.716,-784.6626,-788.9003,-792.9169,-783.4844,-774.5625
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ARM,Emissions|CO2,Mt CO2/yr,6.4558,6.8327,4.5613,1.9026,0.4557,-0.0404,-0.1437,-0.622,-0.6191,-0.7533,-0.8623,-0.8987,-0.9382,-0.9,-0.8705,-1.4096,-1.9197
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AUS,Emissions|CO2,Mt CO2/yr,352.6562,160.9681,-28.1307,-216.199,-214.0044,-283.6356,-310.3885,-306.321,-479.6743,-528.733,-577.2233,-561.7877,-546.218,-537.4843,-528.734,-531.7412,-534.7692
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AUT,Emissions|CO2,Mt CO2/yr,56.605,47.9641,32.4056,16.8411,4.2727,-1.1361,-2.1445,0.403,1.0816,-0.1383,-1.2573,-1.4194,-1.5468,-1.966,-2.3521,-0.3689,1.6527
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AZE,Emissions|CO2,Mt CO2/yr,34.2562,34.7874,18.8486,8.246,2.4658,-2.4706,-5.3565,-7.4395,-7.9575,-8.7362,-9.7815,-10.7808,-14.4579,-13.638,-14.722,-15.8885,-17.0715
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BEL,Emissions|CO2,Mt CO2/yr,90.2041,72.9752,48.3273,23.3551,5.8595,-2.6734,-4.3909,-2.999,-5.0011,-8.0691,-11.2533,-13.4824,-15.7061,-17.2131,-18.7008,-18.6364,-18.5671
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BEN,Emissions|CO2,Mt CO2/yr,15.7133,0.4685,-12.6393,-16.9508,-17.9858,-17.504,-17.4861,-16.9156,-15.5213,-15.9554,-16.4841,-16.278,-15.9371,-15.7263,-15.521,-16.4853,-17.3643
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BGD,Emissions|CO2,Mt CO2/yr,119.8667,158.8067,123.8366,96.5927,94.2994,77.1322,73.2249,73.7568,77.4275,79.1548,80.243,82.1995,83.9141,79.3657,75.0845,66.8666,58.8478
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BGR,Emissions|CO2,Mt CO2/yr,26.9274,28.2554,13.3442,2.6575,-4.6959,-6.6604,-6.2095,-4.7731,-4.6328,-5.1871,-5.7271,-6.2439,-6.7413,-7.1664,-7.5791,-5.8456,-4.0997
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BHR,Emissions|CO2,Mt CO2/yr,39.7806,28.6151,15.1811,11.0309,7.3442,4.7984,3.0833,3.0254,3.0238,2.7887,2.5875,2.3492,2.1192,1.8853,1.6765,1.5106,1.3546
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BIH,Emissions|CO2,Mt CO2/yr,19.2625,10.3627,-0.2335,-6.1388,-7.4747,-7.1188,-7.3712,-6.9289,-6.3129,-6.4066,-6.4653,-6.493,-6.5082,-7.1478,-7.7807,-7.0725,-6.3633
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BLR,Emissions|CO2,Mt CO2/yr,20.6,23.5008,-1.2464,-15.5079,-22.7191,-25.2635,-27.0684,-29.0917,-33.9953,-38.4791,-44.7767,-59.1175,-79.4881,-90.6117,-102.02,-115.9272,-129.0003
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BOL,Emissions|CO2,Mt CO2/yr,57.179,-14.8188,-54.5296,-51.7157,-43.1595,-34.8571,-24.9366,-30.2279,-36.6615,-41.2314,-45.8712,-47.4281,-48.8974,-54.015,-59.0734,-60.4339,-61.6797
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BRA,Emissions|CO2,Mt CO2/yr,638.8803,-596.575,-1345.3866,-1546.2762,-1716.6645,-1855.8284,-1983.0273,-2100.4267,-2250.2028,-2276.2971,-2301.399,-2283.1693,-2266.1584,-2263.9973,-2264.0093,-2229.6115,-2197.8346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BRN,Emissions|CO2,Mt CO2/yr,11.8395,4.6687,1.9652,0.4695,0.0368,0.3811,0.776,0.7267,0.6642,0.8102,0.9535,0.8666,0.7819,0.9148,1.0385,0.7487,0.4556
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BWA,Emissions|CO2,Mt CO2/yr,-4.1947,-12.864,-18.8003,-20.4192,-20.7843,-20.7964,-20.7039,-20.7967,-20.538,-20.6969,-20.9257,-20.8854,-20.7977,-21.0147,-21.2397,-21.6301,-22.0036
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CAN,Emissions|CO2,Mt CO2/yr,496.5478,268.7175,67.222,-33.6167,-103.1942,-109.0892,-89.838,-25.1764,17.1962,22.3139,26.6789,44.6429,62.6974,58.9462,55.2046,140.3116,225.546
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CHE,Emissions|CO2,Mt CO2/yr,32.6652,27.3046,16.9973,8.3002,0.6287,-3.0843,-4.3848,-3.3736,-2.3027,-1.5329,-0.794,-0.276,0.1965,-0.0093,-0.257,0.1058,0.4448
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CHL,Emissions|CO2,Mt CO2/yr,29.4224,5.7419,-31.7694,-41.5555,-53.7043,-60.725,-63.7996,-71.676,-79.6033,-80.5415,-81.5206,-80.5038,-79.5123,-79.4148,-79.2138,-77.4193,-75.5243
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CHN,Emissions|CO2,Mt CO2/yr,10660.1854,9768.4573,4445.9458,1946.9601,137.064,-608.9813,-724.3506,-718.7906,-761.9452,-1001.5187,-1247.5593,-1401.6263,-1555.2942,-1649.3665,-1743.1778,-1844.8194,-1946.3846
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CIV,Emissions|CO2,Mt CO2/yr,107.1688,53.8525,41.5559,37.6122,42.0695,43.2378,45.1564,50.0265,54.9382,56.8219,58.4979,64.3283,69.9967,66.6119,63.1152,59.893,56.4856
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CMR,Emissions|CO2,Mt CO2/yr,28.1262,16.6508,12.3547,21.5729,36.6002,42.0376,46.1787,56.4177,67.7664,67.554,66.704,75.1561,83.5549,74.5151,65.4818,57.3948,49.6157
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,COD,Emissions|CO2,Mt CO2/yr,-43.2395,-434.6575,-569.4076,-557.6079,-498.7697,-477.7846,-442.2277,-379.2949,-300.8705,-283.241,-257.7207,-175.0308,-92.134,-142.1193,-193.7799,-240.317,-288.1764
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,COG,Emissions|CO2,Mt CO2/yr,49.9043,46.8839,49.9822,58.7179,69.736,72.5251,75.1732,82.9401,91.117,93.3684,95.5511,103.0694,110.6293,103.3684,96.0861,90.6017,85.1617
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,COL,Emissions|CO2,Mt CO2/yr,179.0256,4.7787,-196.1114,-257.1877,-286.4345,-297.2613,-299.6178,-317.2552,-340.661,-352.9565,-365.5542,-371.7343,-377.7211,-384.8428,-391.733,-390.2561,-388.6866
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CRI,Emissions|CO2,Mt CO2/yr,5.6208,2.1428,-1.8023,-0.6212,0.4121,0.4165,0.6138,-1.0848,-2.7482,-3.5024,-4.1974,-4.0488,-3.9146,-4.3066,-4.6674,-4.527,-4.3264
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CUB,Emissions|CO2,Mt CO2/yr,-2.4055,-9.0007,-27.2253,-32.8529,-38.9075,-44.0887,-48.4334,-52.6785,-57.5423,-57.9656,-58.6196,-57.9781,-57.4477,-57.1785,-56.9552,-55.9465,-55.0202
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CYP,Emissions|CO2,Mt CO2/yr,6.6074,7.2476,4.5199,1.4152,-0.4686,-1.2926,-1.4283,-1.108,-1.6008,-2.0445,-2.4887,-2.9858,-3.4805,-3.7169,-3.9325,-3.6408,-3.3337
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CZE,Emissions|CO2,Mt CO2/yr,102.4048,95.1921,58.7678,32.6885,17.5123,12.5501,12.6962,14.5848,12.3378,10.1237,8.0045,5.6222,3.2259,1.9312,0.5909,2.9611,5.3341
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DEU,Emissions|CO2,Mt CO2/yr,646.3333,468.4085,251.317,113.5988,30.072,-0.1028,-1.1557,5.7504,3.7435,-3.3323,-10.7453,-14.7614,-18.6403,-22.3173,-26.0672,-22.4455,-18.9196
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DNK,Emissions|CO2,Mt CO2/yr,32.628,25.6105,17.0053,6.7091,0.7135,-1.4098,-1.2809,-0.6256,-1.64,-2.6126,-3.6248,-4.7875,-5.9671,-6.6606,-7.3672,-6.9521,-6.576
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DOM,Emissions|CO2,Mt CO2/yr,16.1884,14.1001,4.1293,2.2425,0.1953,-1.9067,-3.6422,-6.2915,-9.9603,-10.8957,-11.9277,-11.9925,-12.0177,-12.0695,-12.0757,-11.6062,-11.0755
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DZA,Emissions|CO2,Mt CO2/yr,176.9612,180.6661,127.6605,88.2852,35.7052,1.3294,-21.2392,-21.6666,-13.8356,-17.2147,-21.37,-15.7403,-10.4858,-6.4044,-3.0886,0.0677,3.1302
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ECU,Emissions|CO2,Mt CO2/yr,78.9977,50.9617,16.2286,14.147,14.4544,15.4069,18.6702,13.1452,5.9509,2.1731,-1.7359,-2.9529,-4.0729,-7.2092,-10.2666,-10.5408,-10.6774
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,EGY,Emissions|CO2,Mt CO2/yr,244.1804,301.4254,222.0856,182.8762,136.3473,98.0781,64.4624,52.5307,47.694,51.1403,53.2204,55.7326,58.5188,56.9862,55.0209,51.0804,47.6473
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ERI,Emissions|CO2,Mt CO2/yr,1.3111,-1.6653,-4.7162,-6.0619,-6.6644,-6.5032,-6.0778,-5.7061,-5.245,-5.407,-5.5896,-5.6139,-5.6247,-5.5468,-5.4758,-5.71,-5.9185
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ESP,Emissions|CO2,Mt CO2/yr,168.5564,180.4307,107.7078,32.6054,-23.9598,-48.6558,-51.7829,-47.5252,-54.2942,-63.1871,-71.4453,-76.8145,-82.2757,-85.901,-89.5721,-85.1703,-80.5474
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,EST,Emissions|CO2,Mt CO2/yr,11.727,9.4481,3.5469,-0.6484,-2.1914,-1.9333,-0.766,0.3305,0.029,-0.3186,-0.6906,-1.4987,-2.3129,-2.7688,-3.2345,-2.0415,-0.8835
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ETH,Emissions|CO2,Mt CO2/yr,75.0571,-25.5237,-76.5014,-82.963,-71.9713,-64.3157,-60.0662,-71.0316,-113.4886,-207.701,-310.9355,-341.9463,-363.2812,-357.8171,-351.7099,-355.5691,-356.8889
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,EU27,Emissions|CO2,Mt CO2/yr,2384.3603,2170.8022,1185.7691,362.8592,-155.5581,-337.8157,-333.5168,-267.7858,-310.3792,-380.9103,-451.708,-511.701,-571.7488,-612.4371,-653.2573,-592.0851,-530.8017
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,FIN,Emissions|CO2,Mt CO2/yr,28.4191,4.1597,-10.9583,-22.9368,-30.6152,-30.4041,-26.8917,-20.7458,-17.6007,-17.4334,-17.2383,-17.2578,-17.2538,-18.0196,-18.7625,-12.4953,-6.238
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,FRA,Emissions|CO2,Mt CO2/yr,269.5439,257.5512,153.7206,69.8133,10.352,-14.5206,-16.906,-12.7008,-18.3247,-28.8435,-39.8428,-45.6904,-51.3491,-56.1637,-60.8228,-57.1757,-53.4387
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GAB,Emissions|CO2,Mt CO2/yr,-108.5774,-108.6265,-103.7914,-96.0759,-87.245,-85.4233,-83.5216,-77.8961,-72.0173,-70.0402,-68.0264,-61.9845,-55.991,-61.3967,-66.8702,-70.861,-74.8716
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GBR,Emissions|CO2,Mt CO2/yr,325.9416,299.2367,173.5108,74.4825,6.4854,-22.8757,-26.0161,-23.7371,-28.6655,-36.5732,-44.2133,-48.2567,-52.2457,-55.337,-58.295,-57.5345,-56.8845
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GEO,Emissions|CO2,Mt CO2/yr,12.6974,20.3309,16.6929,12.2707,9.5333,9.0152,8.8627,9.0826,9.9015,10.0098,10.2093,10.5896,10.8676,12.7228,14.5534,12.2944,10.0589
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GHA,Emissions|CO2,Mt CO2/yr,45.096,51.8106,19.7241,8.4791,5.7966,4.5101,3.9104,7.3589,12.3521,12.1064,11.9797,15.3289,18.6796,16.4549,14.2531,10.5408,6.9734
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GIB,Emissions|CO2,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GRC,Emissions|CO2,Mt CO2/yr,50.0129,65.3136,39.4683,12.5668,-3.6643,-8.6462,-7.1147,-3.6691,-6.5386,-9.4393,-12.3731,-16.3179,-20.2745,-22.4127,-24.5815,-21.3852,-18.2302
